group,variable,value,,,
Lucas,11/22,172,,,
Lucas,11/23,414,,,
Lucas,11/24,393,,,
Lucas,11/25,371,,,
Lucas,11/26,102,,,
Lucas,11/27,351,,,
Lucas,11/28,325,,,
Lucas,11/29,257,,,
Lucas,11/30,460,,,
Lucas,12/1,538,,,
Lucas,12/2,375,,,
Lucas,12/3,358,,,
Lucas,12/4,381,,,
Lucas,12/5,208,,,
Lucas,12/6,197,,,
Lucas,12/7,425,,,
Lucas,12/8,404,,,
Lucas,12/9,408,,,
Lucas,12/10,306,,,
Lucas,12/11,319,,,
Lucas,12/12,181,,,
Lucas,12/13,141,,,
Lucas,12/14,347,,,
Lucas,12/15,326,,,
Lucas,12/16,284,,,
Lucas,12/17,264,,,
Lucas,12/18,240,,,
Lucas,12/19,146,,,
Lucas,12/20,134,,,
Lucas,12/21,375,,,
Lucas,12/22,234,,,
Lucas,12/23,278,,,
Lucas,12/24,156,,,
Lucas,12/25,34,,,
Lucas,12/26,186,,,
Lucas,12/27,144,,,
Lucas,12/28,335,,,
Lucas,12/29,288,,,
Lucas,12/30,324,,,
Lucas,12/31,252,,,
Lucas,1/1,111,,,
Lucas,1/2,269,,,
Lucas,1/3,171,,,
Lucas,1/4,415,,,
Lucas,1/5,361,,,
Lucas,1/6,332,,,
Lucas,1/7,269,,,
Lucas,1/8,288,,,
Lucas,1/9,177,,,
Lucas,1/10,136,,,
Lucas,1/11,274,,,
Lucas,1/12,218,,,
Lucas,1/13,185,,,
Lucas,1/14,143,,,
Lucas,1/15,136,,,
Lucas,1/16,69,,,
Lucas,1/17,29,,,
Lucas,1/18,,,,
Madison,8/1,5,,,
Madison,8/2,4,,,
Madison,8/3,5,,,
Madison,8/4,8,,,
Madison,8/5,7,,,
Madison,8/6,16,,,
Madison,8/7,14,,,
Madison,8/8,12,,,
Madison,8/9,3,,,
Madison,8/10,182,,,
Madison,8/11,9,,,
Madison,8/12,3,,,
Madison,8/13,1,,,
Madison,8/14,16,,,
Madison,8/15,6,,,
Madison,8/16,1,,,
Madison,8/17,9,,,
Madison,8/18,13,,,
Madison,8/19,5,,,
Madison,8/20,3,,,
Madison,8/21,8,,,
Madison,8/22,4,,,
Madison,8/23,1,,,
Madison,8/24,12,,,
Madison,8/25,7,,,
Madison,8/26,4,,,
Madison,8/27,5,,,
Madison,8/28,7,,,
Madison,8/29,3,,,
Madison,8/30,1,,,
Madison,8/31,7,,,
Madison,9/1,3,,,
Madison,9/2,5,,,
Madison,9/3,8,,,
Madison,9/4,4,,,
Madison,9/5,4,,,
Madison,9/6,,,,
Madison,9/7,,,,
Madison,9/8,8,,,
Madison,9/9,4,,,
Madison,9/10,6,,,
Madison,9/11,,,,
Madison,9/12,5,,,
Madison,9/13,3,,,
Madison,9/14,8,,,
Madison,9/15,6,,,
Madison,9/16,6,,,
Madison,9/17,10,,,
Madison,9/18,1,,,
Madison,9/19,4,,,
Madison,9/20,2,,,
Madison,9/21,20,,,
Madison,9/22,12,,,
Madison,9/23,11,,,
Madison,9/24,14,,,
Madison,9/25,7,,,
Madison,9/26,1,,,
Madison,9/27,6,,,
Madison,9/28,21,,,
Madison,9/29,7,,,
Madison,9/30,10,,,
Madison,10/1,7,,,
Madison,10/2,8,,,
Madison,10/3,5,,,
Madison,10/4,9,,,
Madison,10/5,15,,,
Madison,10/6,10,,,
Madison,10/7,9,,,
Madison,10/8,11,,,
Madison,10/9,10,,,
Madison,10/10,3,,,
Madison,10/11,6,,,
Madison,10/12,7,,,
Madison,10/13,7,,,
Madison,10/14,8,,,
Madison,10/15,11,,,
Madison,10/16,6,,,
Madison,10/17,4,,,
Madison,10/18,3,,,
Madison,10/19,10,,,
Madison,10/20,10,,,
Madison,10/21,8,,,
Madison,10/22,8,,,
Madison,10/23,9,,,
Madison,10/24,2,,,
Madison,10/25,6,,,
Madison,10/26,15,,,
Madison,10/27,16,,,
Madison,10/28,14,,,
Madison,10/29,7,,,
Madison,10/30,3,,,
Madison,10/31,9,,,
Madison,11/1,6,,,
Madison,11/2,24,,,
Madison,11/3,12,,,
Madison,11/4,12,,,
Madison,11/5,11,,,
Madison,11/6,22,,,
Madison,11/7,15,,,
Madison,11/8,16,,,
Madison,11/9,29,,,
Madison,11/10,17,,,
Madison,11/11,30,,,
Madison,11/12,33,,,
Madison,11/13,37,,,
Madison,11/14,17,,,
Madison,11/15,15,,,
Madison,11/16,38,,,
Madison,11/17,28,,,
Madison,11/18,35,,,
Madison,11/19,43,,,
Madison,11/20,54,,,
Madison,11/21,21,,,
Madison,11/22,21,,,
Madison,11/23,42,,,
Madison,11/24,64,,,
Madison,11/25,65,,,
Madison,11/26,23,,,
Madison,11/27,43,,,
Madison,11/28,26,,,
Madison,11/29,30,,,
Madison,11/30,52,,,
Madison,12/1,41,,,
Madison,12/2,50,,,
Madison,12/3,51,,,
Madison,12/4,54,,,
Madison,12/5,20,,,
Madison,12/6,24,,,
Madison,12/7,41,,,
Madison,12/8,33,,,
Madison,12/9,42,,,
Madison,12/10,34,,,
Madison,12/11,42,,,
Madison,12/12,21,,,
Madison,12/13,16,,,
Madison,12/14,51,,,
Madison,12/15,35,,,
Madison,12/16,26,,,
Madison,12/17,29,,,
Madison,12/18,25,,,
Madison,12/19,14,,,
Madison,12/20,19,,,
Madison,12/21,38,,,
Madison,12/22,34,,,
Madison,12/23,28,,,
Madison,12/24,26,,,
Madison,12/25,17,,,
Madison,12/26,14,,,
Madison,12/27,19,,,
Madison,12/28,33,,,
Madison,12/29,32,,,
Madison,12/30,39,,,
Madison,12/31,39,,,
Madison,1/1,16,,,
Madison,1/2,32,,,
Madison,1/3,25,,,
Madison,1/4,41,,,
Madison,1/5,27,,,
Madison,1/6,34,,,
Madison,1/7,20,,,
Madison,1/8,23,,,
Madison,1/9,16,,,
Madison,1/10,14,,,
Madison,1/11,20,,,
Madison,1/12,20,,,
Madison,1/13,16,,,
Madison,1/14,19,,,
Madison,1/15,18,,,
Madison,1/16,8,,,
Madison,1/17,12,,,
Madison,1/18,1,,,
Mahoning,8/1,17,,,
Mahoning,8/2,16,,,
Mahoning,8/3,25,,,
Mahoning,8/4,23,,,
Mahoning,8/5,30,,,
Mahoning,8/6,24,,,
Mahoning,8/7,16,,,
Mahoning,8/8,8,,,
Mahoning,8/9,9,,,
Mahoning,8/10,16,,,
Mahoning,8/11,13,,,
Mahoning,8/12,17,,,
Mahoning,8/13,13,,,
Mahoning,8/14,8,,,
Mahoning,8/15,12,,,
Mahoning,8/16,11,,,
Mahoning,8/17,14,,,
Mahoning,8/18,14,,,
Mahoning,8/19,8,,,
Mahoning,8/20,14,,,
Mahoning,8/21,23,,,
Mahoning,8/22,4,,,
Mahoning,8/23,3,,,
Mahoning,8/24,13,,,
Mahoning,8/25,8,,,
Mahoning,8/26,7,,,
Mahoning,8/27,3,,,
Mahoning,8/28,9,,,
Mahoning,8/29,1,,,
Mahoning,8/30,12,,,
Mahoning,8/31,4,,,
Mahoning,9/1,6,,,
Mahoning,9/2,6,,,
Mahoning,9/3,10,,,
Mahoning,9/4,5,,,
Mahoning,9/5,5,,,
Mahoning,9/6,2,,,
Mahoning,9/7,4,,,
Mahoning,9/8,7,,,
Mahoning,9/9,9,,,
Mahoning,9/10,10,,,
Mahoning,9/11,6,,,
Mahoning,9/12,9,,,
Mahoning,9/13,7,,,
Mahoning,9/14,11,,,
Mahoning,9/15,9,,,
Mahoning,9/16,8,,,
Mahoning,9/17,10,,,
Mahoning,9/18,15,,,
Mahoning,9/19,9,,,
Mahoning,9/20,12,,,
Mahoning,9/21,28,,,
Mahoning,9/22,20,,,
Mahoning,9/23,12,,,
Mahoning,9/24,29,,,
Mahoning,9/25,13,,,
Mahoning,9/26,13,,,
Mahoning,9/27,16,,,
Mahoning,9/28,50,,,
Mahoning,9/29,23,,,
Mahoning,9/30,26,,,
Mahoning,10/1,17,,,
Mahoning,10/2,32,,,
Mahoning,10/3,16,,,
Mahoning,10/4,10,,,
Mahoning,10/5,31,,,
Mahoning,10/6,23,,,
Mahoning,10/7,19,,,
Mahoning,10/8,20,,,
Mahoning,10/9,36,,,
Mahoning,10/10,21,,,
Mahoning,10/11,21,,,
Mahoning,10/12,49,,,
Mahoning,10/13,37,,,
Mahoning,10/14,30,,,
Mahoning,10/15,23,,,
Mahoning,10/16,36,,,
Mahoning,10/17,21,,,
Mahoning,10/18,27,,,
Mahoning,10/19,44,,,
Mahoning,10/20,47,,,
Mahoning,10/21,33,,,
Mahoning,10/22,47,,,
Mahoning,10/23,41,,,
Mahoning,10/24,36,,,
Mahoning,10/25,42,,,
Mahoning,10/26,65,,,
Mahoning,10/27,47,,,
Mahoning,10/28,68,,,
Mahoning,10/29,58,,,
Mahoning,10/30,72,,,
Mahoning,10/31,60,,,
Mahoning,11/1,73,,,
Mahoning,11/2,124,,,
Mahoning,11/3,92,,,
Mahoning,11/4,109,,,
Mahoning,11/5,132,,,
Mahoning,11/6,120,,,
Mahoning,11/7,100,,,
Mahoning,11/8,78,,,
Mahoning,11/9,179,,,
Mahoning,11/10,169,,,
Mahoning,11/11,182,,,
Mahoning,11/12,197,,,
Mahoning,11/13,216,,,
Mahoning,11/14,143,,,
Mahoning,11/15,113,,,
Mahoning,11/16,310,,,
Mahoning,11/17,251,,,
Mahoning,11/18,236,,,
Mahoning,11/19,261,,,
Mahoning,11/20,302,,,
Mahoning,11/21,104,,,
Mahoning,11/22,135,,,
Mahoning,11/23,327,,,
Mahoning,11/24,273,,,
Mahoning,11/25,325,,,
Mahoning,11/26,53,,,
Mahoning,11/27,303,,,
Mahoning,11/28,162,,,
Mahoning,11/29,153,,,
Mahoning,11/30,420,,,
Mahoning,12/1,276,,,
Mahoning,12/2,265,,,
Mahoning,12/3,256,,,
Mahoning,12/4,222,,,
Mahoning,12/5,140,,,
Mahoning,12/6,105,,,
Mahoning,12/7,308,,,
Mahoning,12/8,240,,,
Mahoning,12/9,214,,,
Mahoning,12/10,185,,,
Mahoning,12/11,166,,,
Mahoning,12/12,90,,,
Mahoning,12/13,114,,,
Mahoning,12/14,200,,,
Mahoning,12/15,180,,,
Mahoning,12/16,188,,,
Mahoning,12/17,185,,,
Mahoning,12/18,174,,,
Mahoning,12/19,73,,,
Mahoning,12/20,61,,,
Mahoning,12/21,198,,,
Mahoning,12/22,136,,,
Mahoning,12/23,123,,,
Mahoning,12/24,83,,,
Mahoning,12/25,30,,,
Mahoning,12/26,99,,,
Mahoning,12/27,95,,,
Mahoning,12/28,221,,,
Mahoning,12/29,213,,,
Mahoning,12/30,176,,,
Mahoning,12/31,116,,,
Mahoning,1/1,39,,,
Mahoning,1/2,117,,,
Mahoning,1/3,78,,,
Mahoning,1/4,206,,,
Mahoning,1/5,137,,,
Mahoning,1/6,127,,,
Mahoning,1/7,114,,,
Mahoning,1/8,123,,,
Mahoning,1/9,68,,,
Mahoning,1/10,60,,,
Mahoning,1/11,118,,,
Mahoning,1/12,91,,,
Mahoning,1/13,82,,,
Mahoning,1/14,77,,,
Mahoning,1/15,62,,,
Mahoning,1/16,22,,,
Mahoning,1/17,9,,,
Mahoning,1/18,,,,
Marion,8/1,3,,,
Marion,8/2,4,,,
Marion,8/3,3,,,
Marion,8/4,1,,,
Marion,8/5,8,,,
Marion,8/6,6,,,
Marion,8/7,1,,,
Marion,8/8,9,,,
Marion,8/9,3,,,
Marion,8/10,11,,,
Marion,8/11,3,,,
Marion,8/12,5,,,
Marion,8/13,2,,,
Marion,8/14,2,,,
Marion,8/15,1,,,
Marion,8/16,1,,,
Marion,8/17,2,,,
Marion,8/18,4,,,
Marion,8/19,4,,,
Marion,8/20,8,,,
Marion,8/21,1,,,
Marion,8/22,1,,,
Marion,8/23,2,,,
Marion,8/24,5,,,
Marion,8/25,2,,,
Marion,8/26,3,,,
Marion,8/27,,,,
Marion,8/28,3,,,
Marion,8/29,5,,,
Marion,8/30,2,,,
Marion,8/31,1,,,
Marion,9/1,4,,,
Marion,9/2,2,,,
Marion,9/3,2,,,
Marion,9/4,,,,
Marion,9/5,2,,,
Marion,9/6,1,,,
Marion,9/7,1,,,
Marion,9/8,6,,,
Marion,9/9,1,,,
Marion,9/10,1,,,
Marion,9/11,2,,,
Marion,9/12,5,,,
Marion,9/13,4,,,
Marion,9/14,6,,,
Marion,9/15,2,,,
Marion,9/16,4,,,
Marion,9/17,4,,,
Marion,9/18,6,,,
Marion,9/19,7,,,
Marion,9/20,3,,,
Marion,9/21,10,,,
Marion,9/22,3,,,
Marion,9/23,6,,,
Marion,9/24,17,,,
Marion,9/25,8,,,
Marion,9/26,8,,,
Marion,9/27,8,,,
Marion,9/28,12,,,
Marion,9/29,16,,,
Marion,9/30,12,,,
Marion,10/1,10,,,
Marion,10/2,8,,,
Marion,10/3,10,,,
Marion,10/4,8,,,
Marion,10/5,13,,,
Marion,10/6,8,,,
Marion,10/7,10,,,
Marion,10/8,15,,,
Marion,10/9,14,,,
Marion,10/10,9,,,
Marion,10/11,9,,,
Marion,10/12,12,,,
Marion,10/13,20,,,
Marion,10/14,19,,,
Marion,10/15,14,,,
Marion,10/16,17,,,
Marion,10/17,5,,,
Marion,10/18,15,,,
Marion,10/19,24,,,
Marion,10/20,17,,,
Marion,10/21,16,,,
Marion,10/22,15,,,
Marion,10/23,26,,,
Marion,10/24,19,,,
Marion,10/25,16,,,
Marion,10/26,15,,,
Marion,10/27,18,,,
Marion,10/28,24,,,
Marion,10/29,16,,,
Marion,10/30,35,,,
Marion,10/31,28,,,
Marion,11/1,26,,,
Marion,11/2,40,,,
Marion,11/3,37,,,
Marion,11/4,51,,,
Marion,11/5,47,,,
Marion,11/6,39,,,
Marion,11/7,38,,,
Marion,11/8,48,,,
Marion,11/9,67,,,
Marion,11/10,65,,,
Marion,11/11,80,,,
Marion,11/12,55,,,
Marion,11/13,53,,,
Marion,11/14,69,,,
Marion,11/15,49,,,
Marion,11/16,53,,,
Marion,11/17,83,,,
Marion,11/18,97,,,
Marion,11/19,52,,,
Marion,11/20,72,,,
Marion,11/21,39,,,
Marion,11/22,40,,,
Marion,11/23,73,,,
Marion,11/24,88,,,
Marion,11/25,46,,,
Marion,11/26,32,,,
Marion,11/27,72,,,
Marion,11/28,56,,,
Marion,11/29,43,,,
Marion,11/30,81,,,
Marion,12/1,65,,,
Marion,12/2,60,,,
Marion,12/3,69,,,
Marion,12/4,58,,,
Marion,12/5,42,,,
Marion,12/6,47,,,
Marion,12/7,62,,,
Marion,12/8,66,,,
Marion,12/9,89,,,
Marion,12/10,51,,,
Marion,12/11,70,,,
Marion,12/12,40,,,
Marion,12/13,50,,,
Marion,12/14,57,,,
Marion,12/15,53,,,
Marion,12/16,40,,,
Marion,12/17,37,,,
Marion,12/18,45,,,
Marion,12/19,28,,,
Marion,12/20,38,,,
Marion,12/21,48,,,
Marion,12/22,36,,,
Marion,12/23,32,,,
Marion,12/24,30,,,
Marion,12/25,21,,,
Marion,12/26,45,,,
Marion,12/27,38,,,
Marion,12/28,48,,,
Marion,12/29,42,,,
Marion,12/30,40,,,
Marion,12/31,44,,,
Marion,1/1,25,,,
Marion,1/2,39,,,
Marion,1/3,26,,,
Marion,1/4,54,,,
Marion,1/5,42,,,
Marion,1/6,27,,,
Marion,1/7,31,,,
Marion,1/8,36,,,
Marion,1/9,23,,,
Marion,1/10,17,,,
Marion,1/11,28,,,
Marion,1/12,45,,,
Marion,1/13,26,,,
Marion,1/14,26,,,
Marion,1/15,19,,,
Marion,1/16,3,,,
Marion,1/17,14,,,
Marion,1/18,,,,
Medina,8/1,12,,,
Medina,8/2,11,,,
Medina,8/3,21,,,
Medina,8/4,16,,,
Medina,8/5,10,,,
Medina,8/6,8,,,
Medina,8/7,6,,,
Medina,8/8,10,,,
Medina,8/9,8,,,
Medina,8/10,14,,,
Medina,8/11,8,,,
Medina,8/12,8,,,
Medina,8/13,15,,,
Medina,8/14,11,,,
Medina,8/15,6,,,
Medina,8/16,10,,,
Medina,8/17,12,,,
Medina,8/18,16,,,
Medina,8/19,17,,,
Medina,8/20,11,,,
Medina,8/21,13,,,
Medina,8/22,22,,,
Medina,8/23,15,,,
Medina,8/24,15,,,
Medina,8/25,15,,,
Medina,8/26,20,,,
Medina,8/27,13,,,
Medina,8/28,11,,,
Medina,8/29,12,,,
Medina,8/30,7,,,
Medina,8/31,9,,,
Medina,9/1,13,,,
Medina,9/2,11,,,
Medina,9/3,15,,,
Medina,9/4,11,,,
Medina,9/5,11,,,
Medina,9/6,7,,,
Medina,9/7,6,,,
Medina,9/8,13,,,
Medina,9/9,10,,,
Medina,9/10,8,,,
Medina,9/11,12,,,
Medina,9/12,12,,,
Medina,9/13,6,,,
Medina,9/14,8,,,
Medina,9/15,5,,,
Medina,9/16,4,,,
Medina,9/17,6,,,
Medina,9/18,7,,,
Medina,9/19,5,,,
Medina,9/20,5,,,
Medina,9/21,13,,,
Medina,9/22,10,,,
Medina,9/23,11,,,
Medina,9/24,11,,,
Medina,9/25,6,,,
Medina,9/26,6,,,
Medina,9/27,12,,,
Medina,9/28,19,,,
Medina,9/29,8,,,
Medina,9/30,8,,,
Medina,10/1,6,,,
Medina,10/2,13,,,
Medina,10/3,5,,,
Medina,10/4,9,,,
Medina,10/5,13,,,
Medina,10/6,24,,,
Medina,10/7,19,,,
Medina,10/8,14,,,
Medina,10/9,22,,,
Medina,10/10,11,,,
Medina,10/11,22,,,
Medina,10/12,32,,,
Medina,10/13,27,,,
Medina,10/14,19,,,
Medina,10/15,26,,,
Medina,10/16,24,,,
Medina,10/17,17,,,
Medina,10/18,32,,,
Medina,10/19,37,,,
Medina,10/20,46,,,
Medina,10/21,34,,,
Medina,10/22,34,,,
Medina,10/23,43,,,
Medina,10/24,33,,,
Medina,10/25,37,,,
Medina,10/26,52,,,
Medina,10/27,31,,,
Medina,10/28,58,,,
Medina,10/29,65,,,
Medina,10/30,43,,,
Medina,10/31,32,,,
Medina,11/1,45,,,
Medina,11/2,85,,,
Medina,11/3,93,,,
Medina,11/4,102,,,
Medina,11/5,105,,,
Medina,11/6,93,,,
Medina,11/7,76,,,
Medina,11/8,72,,,
Medina,11/9,134,,,
Medina,11/10,148,,,
Medina,11/11,120,,,
Medina,11/12,152,,,
Medina,11/13,135,,,
Medina,11/14,93,,,
Medina,11/15,113,,,
Medina,11/16,169,,,
Medina,11/17,150,,,
Medina,11/18,191,,,
Medina,11/19,170,,,
Medina,11/20,127,,,
Medina,11/21,108,,,
Medina,11/22,105,,,
Medina,11/23,183,,,
Medina,11/24,189,,,
Medina,11/25,139,,,
Medina,11/26,47,,,
Medina,11/27,143,,,
Medina,11/28,119,,,
Medina,11/29,139,,,
Medina,11/30,204,,,
Medina,12/1,167,,,
Medina,12/2,170,,,
Medina,12/3,139,,,
Medina,12/4,145,,,
Medina,12/5,93,,,
Medina,12/6,87,,,
Medina,12/7,192,,,
Medina,12/8,152,,,
Medina,12/9,134,,,
Medina,12/10,116,,,
Medina,12/11,135,,,
Medina,12/12,79,,,
Medina,12/13,58,,,
Medina,12/14,152,,,
Medina,12/15,148,,,
Medina,12/16,127,,,
Medina,12/17,119,,,
Medina,12/18,131,,,
Medina,12/19,68,,,
Medina,12/20,94,,,
Medina,12/21,125,,,
Medina,12/22,94,,,
Medina,12/23,108,,,
Medina,12/24,76,,,
Medina,12/25,44,,,
Medina,12/26,79,,,
Medina,12/27,93,,,
Medina,12/28,180,,,
Medina,12/29,122,,,
Medina,12/30,119,,,
Medina,12/31,102,,,
Medina,1/1,51,,,
Medina,1/2,83,,,
Medina,1/3,94,,,
Medina,1/4,158,,,
Medina,1/5,113,,,
Medina,1/6,116,,,
Medina,1/7,94,,,
Medina,1/8,84,,,
Medina,1/9,56,,,
Medina,1/10,36,,,
Medina,1/11,104,,,
Medina,1/12,76,,,
Medina,1/13,73,,,
Medina,1/14,69,,,
Medina,1/15,53,,,
Medina,1/16,41,,,
Medina,1/17,25,,,
Medina,1/18,,,,
Meigs,8/1,1,,,
Meigs,8/2,1,,,
Meigs,8/3,1,,,
Meigs,8/4,2,,,
Meigs,8/5,1,,,
Meigs,8/6,3,,,
Meigs,8/7,11,,,
Meigs,8/8,2,,,
Meigs,8/9,4,,,
Meigs,8/10,5,,,
Meigs,8/11,7,,,
Meigs,8/12,3,,,
Meigs,8/13,7,,,
Meigs,8/14,2,,,
Meigs,8/15,,,,
Meigs,8/16,1,,,
Meigs,8/17,,,,
Meigs,8/18,1,,,
Meigs,8/19,3,,,
Meigs,8/20,1,,,
Meigs,8/21,4,,,
Meigs,8/22,4,,,
Meigs,8/23,2,,,
Meigs,8/24,8,,,
Meigs,8/25,22,,,
Meigs,8/26,4,,,
Meigs,8/27,3,,,
Meigs,8/28,1,,,
Meigs,8/29,,,,
Meigs,8/30,1,,,
Meigs,8/31,4,,,
Meigs,9/1,2,,,
Meigs,9/2,14,,,
Meigs,9/3,2,,,
Meigs,9/4,2,,,
Meigs,9/5,1,,,
Meigs,9/6,,,,
Meigs,9/7,,,,
Meigs,9/8,1,,,
Meigs,9/9,1,,,
Meigs,9/10,5,,,
Meigs,9/11,,,,
Meigs,9/12,,,,
Meigs,9/13,1,,,
Meigs,9/14,,,,
Meigs,9/15,1,,,
Meigs,9/16,1,,,
Meigs,9/17,2,,,
Meigs,9/18,3,,,
Meigs,9/19,,,,
Meigs,9/20,,,,
Meigs,9/21,,,,
Meigs,9/22,1,,,
Meigs,9/23,1,,,
Meigs,9/24,1,,,
Meigs,9/25,,,,
Meigs,9/26,3,,,
Meigs,9/27,1,,,
Meigs,9/28,2,,,
Meigs,9/29,3,,,
Meigs,9/30,,,,
Meigs,10/1,1,,,
Meigs,10/2,1,,,
Meigs,10/3,2,,,
Meigs,10/4,1,,,
Meigs,10/5,2,,,
Meigs,10/6,1,,,
Meigs,10/7,,,,
Meigs,10/8,,,,
Meigs,10/9,3,,,
Meigs,10/10,,,,
Meigs,10/11,3,,,
Meigs,10/12,1,,,
Meigs,10/13,3,,,
Meigs,10/14,3,,,
Meigs,10/15,,,,
Meigs,10/16,2,,,
Meigs,10/17,2,,,
Meigs,10/18,1,,,
Meigs,10/19,1,,,
Meigs,10/20,1,,,
Meigs,10/21,1,,,
Meigs,10/22,3,,,
Meigs,10/23,5,,,
Meigs,10/24,2,,,
Meigs,10/25,1,,,
Meigs,10/26,6,,,
Meigs,10/27,2,,,
Meigs,10/28,10,,,
Meigs,10/29,2,,,
Meigs,10/30,5,,,
Meigs,10/31,5,,,
Meigs,11/1,1,,,
Meigs,11/2,3,,,
Meigs,11/3,3,,,
Meigs,11/4,6,,,
Meigs,11/5,7,,,
Meigs,11/6,,,,
Meigs,11/7,6,,,
Meigs,11/8,2,,,
Meigs,11/9,8,,,
Meigs,11/10,4,,,
Meigs,11/11,7,,,
Meigs,11/12,5,,,
Meigs,11/13,12,,,
Meigs,11/14,7,,,
Meigs,11/15,11,,,
Meigs,11/16,10,,,
Meigs,11/17,10,,,
Meigs,11/18,16,,,
Meigs,11/19,8,,,
Meigs,11/20,6,,,
Meigs,11/21,10,,,
Meigs,11/22,8,,,
Meigs,11/23,10,,,
Meigs,11/24,16,,,
Meigs,11/25,17,,,
Meigs,11/26,7,,,
Meigs,11/27,11,,,
Meigs,11/28,11,,,
Meigs,11/29,16,,,
Meigs,11/30,16,,,
Meigs,12/1,27,,,
Meigs,12/2,18,,,
Meigs,12/3,13,,,
Meigs,12/4,13,,,
Meigs,12/5,19,,,
Meigs,12/6,13,,,
Meigs,12/7,16,,,
Meigs,12/8,21,,,
Meigs,12/9,14,,,
Meigs,12/10,9,,,
Meigs,12/11,7,,,
Meigs,12/12,9,,,
Meigs,12/13,7,,,
Meigs,12/14,18,,,
Meigs,12/15,7,,,
Meigs,12/16,13,,,
Meigs,12/17,14,,,
Meigs,12/18,7,,,
Meigs,12/19,6,,,
Meigs,12/20,6,,,
Meigs,12/21,9,,,
Meigs,12/22,9,,,
Meigs,12/23,11,,,
Meigs,12/24,7,,,
Meigs,12/25,2,,,
Meigs,12/26,15,,,
Meigs,12/27,20,,,
Meigs,12/28,16,,,
Meigs,12/29,10,,,
Meigs,12/30,8,,,
Meigs,12/31,6,,,
Meigs,1/1,7,,,
Meigs,1/2,6,,,
Meigs,1/3,15,,,
Meigs,1/4,19,,,
Meigs,1/5,11,,,
Meigs,1/6,5,,,
Meigs,1/7,10,,,
Meigs,1/8,12,,,
Meigs,1/9,8,,,
Meigs,1/10,8,,,
Meigs,1/11,17,,,
Meigs,1/12,7,,,
Meigs,1/13,5,,,
Meigs,1/14,11,,,
Meigs,1/15,7,,,
Meigs,1/16,4,,,
Meigs,1/17,,,,
Meigs,1/18,,,,
Mercer,8/1,12,,,
Mercer,8/2,7,,,
Mercer,8/3,11,,,
Mercer,8/4,21,,,
Mercer,8/5,25,,,
Mercer,8/6,12,,,
Mercer,8/7,14,,,
Mercer,8/8,11,,,
Mercer,8/9,9,,,
Mercer,8/10,8,,,
Mercer,8/11,7,,,
Mercer,8/12,11,,,
Mercer,8/13,12,,,
Mercer,8/14,7,,,
Mercer,8/15,10,,,
Mercer,8/16,9,,,
Mercer,8/17,13,,,
Mercer,8/18,9,,,
Mercer,8/19,13,,,
Mercer,8/20,10,,,
Mercer,8/21,7,,,
Mercer,8/22,4,,,
Mercer,8/23,10,,,
Mercer,8/24,10,,,
Mercer,8/25,10,,,
Mercer,8/26,12,,,
Mercer,8/27,11,,,
Mercer,8/28,9,,,
Mercer,8/29,5,,,
Mercer,8/30,7,,,
Mercer,8/31,13,,,
Mercer,9/1,8,,,
Mercer,9/2,10,,,
Mercer,9/3,12,,,
Mercer,9/4,12,,,
Mercer,9/5,13,,,
Mercer,9/6,4,,,
Mercer,9/7,7,,,
Mercer,9/8,15,,,
Mercer,9/9,10,,,
Mercer,9/10,10,,,
Mercer,9/11,14,,,
Mercer,9/12,5,,,
Mercer,9/13,6,,,
Mercer,9/14,16,,,
Mercer,9/15,12,,,
Mercer,9/16,12,,,
Mercer,9/17,15,,,
Mercer,9/18,8,,,
Mercer,9/19,8,,,
Mercer,9/20,12,,,
Mercer,9/21,12,,,
Mercer,9/22,13,,,
Mercer,9/23,14,,,
Mercer,9/24,10,,,
Mercer,9/25,19,,,
Mercer,9/26,14,,,
Mercer,9/27,7,,,
Mercer,9/28,23,,,
Mercer,9/29,14,,,
Mercer,9/30,11,,,
Mercer,10/1,11,,,
Mercer,10/2,19,,,
Mercer,10/3,12,,,
Mercer,10/4,10,,,
Mercer,10/5,17,,,
Mercer,10/6,19,,,
Mercer,10/7,10,,,
Mercer,10/8,16,,,
Mercer,10/9,17,,,
Mercer,10/10,11,,,
Mercer,10/11,16,,,
Mercer,10/12,21,,,
Mercer,10/13,28,,,
Mercer,10/14,11,,,
Mercer,10/15,28,,,
Mercer,10/16,18,,,
Mercer,10/17,16,,,
Mercer,10/18,17,,,
Mercer,10/19,24,,,
Mercer,10/20,24,,,
Mercer,10/21,30,,,
Mercer,10/22,24,,,
Mercer,10/23,31,,,
Mercer,10/24,14,,,
Mercer,10/25,35,,,
Mercer,10/26,41,,,
Mercer,10/27,39,,,
Mercer,10/28,34,,,
Mercer,10/29,28,,,
Mercer,10/30,39,,,
Mercer,10/31,31,,,
Mercer,11/1,45,,,
Mercer,11/2,69,,,
Mercer,11/3,60,,,
Mercer,11/4,43,,,
Mercer,11/5,45,,,
Mercer,11/6,56,,,
Mercer,11/7,56,,,
Mercer,11/8,64,,,
Mercer,11/9,97,,,
Mercer,11/10,70,,,
Mercer,11/11,56,,,
Mercer,11/12,39,,,
Mercer,11/13,45,,,
Mercer,11/14,31,,,
Mercer,11/15,43,,,
Mercer,11/16,65,,,
Mercer,11/17,60,,,
Mercer,11/18,50,,,
Mercer,11/19,22,,,
Mercer,11/20,44,,,
